Timestamp,Mask Status,Image Path
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:16:58,Có,images/1700414218_no_mask.jpg
2023-11-20 00:17:00,Có,images/1700414220_no_mask.jpg
2023-11-20 00:17:00,Có,images/1700414220_no_mask.jpg
2023-11-20 00:17:00,Có,images/1700414220_no_mask.jpg
2023-11-20 00:17:00,Có,images/1700414220_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:01,Có,images/1700414221_no_mask.jpg
2023-11-20 00:17:02,Có,images/1700414222_no_mask.jpg
2023-11-20 00:17:02,Có,images/1700414222_no_mask.jpg
2023-11-20 00:17:02,Có,images/1700414222_no_mask.jpg
2023-11-20 00:17:03,Có,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Có,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:03,Không,images/1700414223_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
2023-11-20 00:17:04,Không,images/1700414224_no_mask.jpg
